DocID,typeOfMaterial,news_desk,headline,lead_paragraph,word_count,publication_date,person,keywords,glocation,section_name
4fc4a64845c1498b0dabbb16,Front Page, , Export Ban on Monkeys Poses Threat to Research; Export Ban on Monkeys Poses Threat to Research American Breeding Stations Elimination Is a Concern Protection Motive Diminished ,"Hundreds of biomedical research projects using rhesus monkeys as stand-ins for human beings will probably have to be stopped or cut back drastically after April 1, when India, the world's largest supplier of the monkeys, says it will stop exporting them.Hundreds of biomedical research projects using rhesus monkeys as stand-ins for human beings will probably have to be stopped or cut back drastically after April 1, when India, the world's largest supplier of the monkeys, says it will stop exporting them. | Hundreds of biomedical research projects using rhesus monkeys as stand-ins for human beings will probably have to be stopped or cut back drastically after April 1, when India, the world's largest supplier of the monkeys, says it will stop exporting... | Article on India's decision to ban export of rhesus monkeys following repts that they were being used in mil weapons testing in US; illus (M) | ",1393,23/01/1978, Boyce RENSBERGER | , MEDICINE AND HEALTH | RESEARCH | UNITED STATES ARMAMENT AND DEFENSE | , , 
4fc49bf845c1498b0da8ef70,Article, , Television This Week ,"J J Iselin article on effects of public TV on people's awareness of arts, notes record sales of books that have been serialized on TV (S)J J Iselin article on effects of public TV on people's awareness of arts, notes record sales of books that have been serialized on TV (S) | ",7788,29/01/1978, , UNITED STATES | BOOKS AND LITERATURE | BOOK TRADE | , UNITED STATES | , 
4fc493d345c1498b0da6b269,Article, , Television This Week , Television This Week ,8435,05/02/1978, , , , 
4fc4a5a545c1498b0dab8dc0,Article, , PRINCE OF THE PAPERBACK LITERATI; ROBBINS ,"The critic of Best Sellers magazine, accustomed to sifting through the works of so many Micheners, Haileys and Susanns, was quite startled to sit down one day last year and find before ...The critic of Best Sellers magazine, accustomed to sifting through the works of so many Micheners, Haileys and Susanns, was quite startled to sit down one day last year and find before ... | Article on author; illus (L) | ",6418,12/02/1978, Mitchell Ross | ," ROBBINS, TOM | ", , 
4fc493dd45c1498b0da6bfd4,Article, , Busy Bienstock Notes Big Shift By Consumers; 'Watch Out for Averages' A Busy Bienstock Notes Changes In New Yorkers' Spending Habits ,"From the United States Labor Department office where he spent exactly 60 percent of his life collecting numbers for the Bureau of Labor Statistics and 29 percent as regional commissioner, Herbert Bienstock has just announced some significant new statistics showing a shift in the way New York area consumers spend their money.From the United States Labor Department office where he spent exactly 60 percent of his life collecting numbers for the Bureau of Labor Statistics and 29 percent as regional commissioner, Herbert Bienstock has just announced some significant new statistics showing a shift in the way New York area consumers spend their money. | From the United States Labor Department office where he spent exactly 60 percent of his life collecting numbers for the Bureau of Labor Statistics and 29 percent as regional commissioner, Herbert Bienstock has just announced some significant new... | BLS regional comr Herbert Bienstock announces results of survey of spending by NYC area consumers in connection with news briefing on new kind of Consumer Price Index; says that compared with '60-61, proportionately more income is going for rent, transportation and educ and less for food, clothing and med care; says New Yorkers on avg spend larger share of their budgets (more than 50%) on housing, food and clothing than do consumers in US as whole (44%); typical Bienstock workday noted; survey shows that although annual spending between '60-61 to '72-73 rose 51% in dollar terms, an even greater rise of 55% in Consumer Price Index indicates that no real growth occured; shifts that Bienstock terms significant noted; graph shows increases in avg annual spending by families by object of spending, '60-61 to '72-73; Bienstock illus (L) | ",1110,17/02/1978, Ralph BLUMENTHAL | ," UNITED STATES | UNITED STATES | NEW YORK CITY METROPOLITAN AREA | LABOR STATISTICS, BUREAU OF | ECONOMIC CONDITIONS AND TRENDS | ", UNITED STATES | UNITED STATES | NEW YORK CITY METROPOLITAN AREA | , 
4fc49e6445c1498b0da99e22,Article, , Busy Bienstock Notes Big Shift By Consumers; 'Watch Out for Averages' A Busy Bienstock Notes Changes In New Yorkers' Spending Habits ,"From the United States Labor Department office where he spent exactly 60 percent of his life collecting numbers for the Bureau of Labor Statistics and 29 percent as regional commissioner, Herbert Bienstock has just announced some significant new statistics showing a shift in the way New York area consumers spend their money.From the United States Labor Department office where he spent exactly 60 percent of his life collecting numbers for the Bureau of Labor Statistics and 29 percent as regional commissioner, Herbert Bienstock has just announced some significant new statistics showing a shift in the way New York area consumers spend their money. | From the United States Labor Department office where he spent exactly 60 percent of his life collecting numbers for the Bureau of Labor Statistics and 29 percent as regional commissioner, Herbert Bienstock has just announced some significant new... | ",1109,17/02/1978, Ralph BLUMENTHAL | , , , 
4fc4a31045c1498b0daad883,Article,Fitness & Nutrition, HEALTH AND BEAUTY: A MEDICAL VIEW; ISOMETRICS: HEALTH HEALTH ,"On even the bleakest of mornings, at least a half-dozen women of assorted shapes and sizes can be seen jogging along Manhattan's exclusive Sutton Place cement and asphalt turf.On even the bleakest of mornings, at least a half-dozen women of assorted shapes and sizes can be seen jogging along Manhattan's exclusive Sutton Place cement and asphalt turf. | ",1559,05/03/1978, Nancy Beach | , , , 
4fc49d8745c1498b0da960f4,Article, , ROBERT COLES: DOCTOR OE CRISIS; COLES ,"In the late 1950's, dozens of idealistic young men and women went to Kenneth Clark for direction. He was an academic, black, articulate, and already a veteran in the movement--civil rights--they wanted, fervently, to join. He remembers one of them well:In the late 1950's, dozens of idealistic young men and women went to Kenneth Clark for direction. He was an academic, black, articulate, and already a veteran in the movement--civil rights--they wanted, fervently, to join. He remembers one of them well: | In the late 1950's, dozens of idealistic young men and women went to Kenneth Clark for direction. He was an academic, black, articulate, and already a veteran in the movement--civil rights--they wanted, fervently, to join. He remembers one of them... | Paul Wilkes article on Coles's career as 'social psychiatrist' and observer of the oppressed; he and wife discuss family life and works on children and women in crisis; illus (L) | ",7077,26/03/1978, Paul Wilkes | ," COLES, ROBERT | UNITED STATES | WOMEN | ", UNITED STATES | , 
4fc4a31e45c1498b0daae41c,Article,Health, Personal Health ,A PILOT for a major airline was removed from flight duty at age 41 because cataracts had seriously reduced his visual clarity. The cataracts were removed surgically and his own defective lenses replaced by implanted artifical lenses. Now he's back working as a top-grade pilot.A PILOT for a major airline was removed from flight duty at age 41 because cataracts had seriously reduced his visual clarity. The cataracts were removed surgically and his own defective lenses replaced by implanted artifical lenses. Now he's back working as a top-grade pilot. | A PILOT for a major airline was removed from flight duty at age 41 because cataracts had seriously reduced his visual  clarity. The cataracts were removed surgically and his own defective lenses replaced by implanted artifical lenses. Now he's back... | Article on cataract surgery (M) | ,1543,05/04/1978, Jane Brody | , CATARACTS | , , 
4fc49b7a45c1498b0da8c194,Article, , INTERVIEW A Veteran in the Fight Against Abortion ,"CRESTWOOD IN her brown leather briefcase, along with legal documents, her house keys and an appointment book, Isabella M. Pernicone has a small library of published materials on abortion. Stored in her head are memories of her 22-year fight against abortion.CRESTWOOD IN her brown leather briefcase, along with legal documents, her house keys and an appointment book, Isabella M. Pernicone has a small library of published materials on abortion. Stored in her head are memories of her 22-year fight against abortion. | CRESTWOOD  IN her brown leather briefcase, along with legal documents, her house keys and an appointment book, Isabella M. Pernicone has a  small library of published materials on abortion. Stored in her head are memories of her 22-year fight against... | ",1054,02/04/1978, Lena WILLIAMS | , , , 
4fc4a31d45c1498b0daae3b3,Article, , The Key Figures Debate New York City Schools ,"Deputy NYC Mayor Herman Badillo, public school system chancellor Irving Anker and UFT pres Albert Shanker debate at NY TimesDeputy NYC Mayor Herman Badillo, public school system chancellor Irving Anker and UFT pres Albert Shanker debate at NY Times | ",3998,02/04/1978, , NEW YORK CITY | EDUCATION AND SCHOOLS | NEW YORK TIMES | , NEW YORK CITY | , 
4fc4932245c1498b0da68856,Article, , White Plains Groups Join Nestle Protest; Baby-Formula Protest at Nestle ,"WHITE PLAINS THE baby-formula controversy marched into White Plains last week. Church leaders, housewives and children demon strated at the Nestle subsidiary here protesting the Swiss conglomerate's promotion of infant formula in the developing countries of the third world.WHITE PLAINS THE baby-formula controversy marched into White Plains last week. Church leaders, housewives and children demon strated at the Nestle subsidiary here protesting the Swiss conglomerate's promotion of infant formula in the developing countries of the third world. | WHITE PLAINS THE baby-formula controversy  marched into White Plains last week. Church leaders, housewives and children demon  strated at the Nestle subsidiary here protesting the Swiss conglomerate's promotion of infant formula in the developing... | Tessa Melvin article on Nestle's promotion of powdered infant formula in 3d world nations (M) | ",806,16/04/1978, Tessa MELVIN | , FOOD AND GROCERY TRADE | , , 
4fc49d8245c1498b0da9595e,Article, , 1978 Assembly: Some Hits And Some Misses; Hits and Misses in Hartford BLUE LAWS RIGHT TURNS ON RED LIGHTS FARMLAND PRESERVATION COASTAL AREA MANAGEMENT BOTTLE BILL AUTO EMISSION TESTS 'PRETTY BABY' PRODUCT-LIABILITY LAW HELP FOR THE RETARDED VICTIMS OF CRIME CIVIC CENTER UNEMPLOYMENT 'PETER REILLY' BILL SCHOOL CONSTRUCTION JUVENILE-JUSTICE REFORM TEACHERS' RESIDENCE GARBAGE DUMPING SCHOOL PROFICIENCY TESTS PRESCRIBED SENTENCING LIQUOR PRICES ,"HARTFORD CONNECTICUT'S legislators went home last week to start running for re-election, leaving behind a three-month record dominated by their decision to spend mil lions of additional tax dollars without raising taxes.HARTFORD CONNECTICUT'S legislators went home last week to start running for re-election, leaving behind a three-month record dominated by their decision to spend mil lions of additional tax dollars without raising taxes. | HARTFORD CONNECTICUT'S legislators went home last week to start running for re-election, leaving behind a three-month record dominated by their decision to spend mil  lions of additional tax dollars without raising taxes. | ",2592,07/05/1978, Diane HENRY | , , , 
4fc49ea945c1498b0da9baf0,Article, , Built-In Fumes Plague Homes ,"A few hours after their house in upstate New York was insulated with urea-formaldehyde foam, the young couple developed headaches and a burning sensation in their eyes.A few hours after their house in upstate New York was insulated with urea-formaldehyde foam, the young couple developed headaches and a burning sensation in their eyes. | Article on health problems experienced by people who have insulated homes with urea-formaldehyde foam; vapors are particularly noticeable in mobile homes; illus (M) | ",1117,07/05/1978, Ann CRITTENDEN | , TRAILERS (AUTO) AND TRAILER CAMPS | , , 
4fc493dd45c1498b0da6c03e,Article, , Biology Religion; Live People in the Machine Age The Environmentalist Assumption A Biological Synthesis ,"Last month, the Secretary of Health, Education and Welfare, Joseph A. Califano Jr., made the first official proposal ever to establish long range priorities for Government supported basic health research, with an emphasis on the rela tionship between biology and behavior. While it appears that at first he expects research to focus on immediate issues-- why do people smoke and drink, for example--he also says ...Last month, the Secretary of Health, Education and Welfare, Joseph A. Califano Jr., made the first official proposal ever to establish long range priorities for Government supported basic health research, with an emphasis on the rela tionship between biology and behavior. While it appears that at first he expects research to focus on immediate issues-- why do people smoke and drink, for example--he also says ... | Last month, the Secretary of Health, Education and Welfare, Joseph A. Califano Jr., made the first official proposal ever to establish long range priorities for Government supported basic health research, with an emphasis on the rela  tionship... | Prof Lionel Tiger discusses scientific controversy over effect of human nature on how social systems are created and conducted, and what is, or should be, role of biology in assessing and making social policy; drawing (L) | ",1810,14/05/1978, Lionel TIGER | , BIOLOGY AND BIOCHEMISTRY | PSYCHOLOGY AND PSYCHOLOGISTS | SOCIAL CONDITIONS AND TRENDS (GENERAL) | , , 
4fc49e3145c1498b0da992f9,Article, , Finding Subtenants Who Love the Cats; Finding Subtenants Who Love the Cats Plants and Pets ,"To support an insatiable and expensive habit, for several years I have been peddling my apartments, possessions and all, and more often than not, my two cats. Better than Super-Saver fares, able to solve three problems at a single bound, the sublet method is my solution ...To support an insatiable and expensive habit, for several years I have been peddling my apartments, possessions and all, and more often than not, my two cats. Better than Super-Saver fares, able to solve three problems at a single bound, the sublet method is my solution ... | To support an insatiable and expensive habit, for several years I have been peddling my apartments, possessions and all, and more often than not, my two cats. Better than Super-Saver fares, able to solve three problems at a single bound, the sublet... | Pamela Bayless article on subletting apt in order to finance travel; consumer tips; drawing (L) | ",1525,14/05/1978, Pamela BAYLESS | , NEW YORK CITY | HOUSING | , NEW YORK CITY | , 
4fc49d8945c1498b0da963c6,Article,Health, HOW TO HAVE OPEN-HEART SURGERY (AND ALMOST LOVE IT); OPEN HEART ,"March 4, Day One: As midnight approaches, I am sitting alone in Room 1501 of the University of Alabama Medical Center in Birmingham. I suffer no chest or other pain. My symptoms are invisible to the naked eye. Until entering the hospital this afternoon, I have ...March 4, Day One: As midnight approaches, I am sitting alone in Room 1501 of the University of Alabama Medical Center in Birmingham. I suffer no chest or other pain. My symptoms are invisible to the naked eye. Until entering the hospital this afternoon, I have ... | March 4, Day One: As midnight approaches, I am sitting alone in Room 1501 of the University of Alabama Medical Center in Birmingham. I suffer no chest or other pain. My symptoms are invisible to the naked eye. Until entering the hospital this... | Douglass Cater article describes his experiences before and after open-heart surgery; illus (L) | ",4575,14/05/1978, Douglass Cater | ," CATER, DOUGLASS | HEART | ", , 
4fc493d745c1498b0da6b7d3,Article, , THE PROBLEM THAT CAN'T BE TRANQUILIZED; PROBLEM ,"If you live on Manhattan's West Side, or if you ever get over there, you may well have crossed paths with Gerard Kerrigan, the part-time delivery man at the Eat Shoppe, a dinette on Broadway between 95th and 96th Streets.If you live on Manhattan's West Side, or if you ever get over there, you may well have crossed paths with Gerard Kerrigan, the part-time delivery man at the Eat Shoppe, a dinette on Broadway between 95th and 96th Streets. | Peter Koenig article on controversy over 'dumping' of some 40,000 poor, chronic mental patients in NYC and problem issue poses for mentally ill and neighborhoods involved; discusses situation of Gerard Kerrigan and several other 'dumped' patients; illus (L) | ",5976,21/05/1978, Peter Koenig | , NEW YORK CITY | MENTAL HEALTH AND DISORDERS | , NEW YORK CITY | , 
4fc49e3345c1498b0da9953e,Article,Women's Health, Needed: More Than a Pill ,"EACH year, 5,000 Long Island teen-agers become pregnant. Many of these teen-agers lack rudimentary reproductive knowledge, a lack that affects the mother, the child and the entire community. Recently there have been efforts to publicize the problem--and to alter the facts.EACH year, 5,000 Long Island teen-agers become pregnant. Many of these teen-agers lack rudimentary reproductive knowledge, a lack that affects the mother, the child and the entire community. Recently there have been efforts to publicize the problem--and to alter the facts. | EACH year, 5,000 Long Island teen-agers become pregnant.  Many of these teen-agers lack rudimentary reproductive knowledge, a lack that affects the mother, the child and the entire community. Recently there have been efforts to publicize the... | Suffolk County (NY) soc worker Sharon S Epstein article describes need for accurate birth control information to reach teen-agers to prevent pregnancies dangerous to physical and emotional health (M) | ",1020,04/06/1978, Sharon EPSTEIN | , BIRTH CONTROL AND PLANNED PARENTHOOD | , , 
4fc4a4d545c1498b0dab5700,Article, ," The Handicapped Are Emerging As a Vocal Political Action Group; Encouraged by Civil Rights Laws, They Exert Pressure for Broader Changes in Attitudes Hearing Aids on Phones Cost Is an Obstacle Airlines Under Attack Evoked Shocked Reactions Half of H.E.W. Complaints 'Incredible Paternalism' ","WASHINGTON, June 18--Leslie Milk doesn't like posters depicting children in leg braces and brave smiles seeking donations for Easter Seals or the March of Dimes.WASHINGTON, June 18--Leslie Milk doesn't like posters depicting children in leg braces and brave smiles seeking donations for Easter Seals or the March of Dimes. | Physically and mentally handicapped are emerging as 1 of country's newest and most aggressive pol action groups; disabled, emboldened by soon-to-be effected civil rights legis, are demanding fundamental changes in way soc treats them; are giving top priorities to getting jobs and gaining educ opportunities; Leslie Milk (Mainstream Inc exec dir), Dr Frank G Bowe (Amer Coalition of Citizens With Disabilities), James Gashel (Natl Fed of the Blind pres) and other individuals concerned with plight to handicapped comment; Milk illus (L) | ",1336,19/06/1978, Steven ROBERTS | , HANDICAPPED | , , 
4fc4936645c1498b0da6a01d,Article, , Television This Week ,O'Connor rev; Hugh Downs is program host; other program personnel noted (M)O'Connor rev; Hugh Downs is program host; other program personnel noted (M) | ,8623,25/06/1978, , TELEVISION AND RADIO | PROGRAMS | MOTION PICTURES | TELEVISION AND RADIO | PROGRAMS | , , 
4fc49b8145c1498b0da8ca8b,Article, , POINT OF VIEW; A Biology Lesson For Economists Croplands Fisheries Grasslands Forests ,"Economically, the 1970's have been traumatic and confusing. They have brought the first global double-digit inflation on record during peacetime. Each month the price reports emanating from Washington remind us that inflation is now a chronic, politically troublesome issue.Economically, the 1970's have been traumatic and confusing. They have brought the first global double-digit inflation on record during peacetime. Each month the price reports emanating from Washington remind us that inflation is now a chronic, politically troublesome issue. | Economically, the 1970's have been traumatic and confusing. They have brought the first global double-digit inflation on record during peacetime. Each month the price reports emanating from Washington remind us that inflation is now a chronic,... | Article on how econ system in US depends on 4 biological systems notes that decline in arable farmland and grazing land is main reason for rising food prices; drawing (L) | ",2546,09/07/1978, Lester BROWN | ," UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | AGRICULTURE AND AGRICULTURAL PRODUCTS | REAL ESTATE | ECONOMIC CONDITIONS AND TRENDS (GENERAL) | ECONOMIC CONDITIONS AND TRENDS | FISH AND OTHER MARINE LIFE | FISHING, COMMERCIAL | FORESTS AND FORESTRY | FOOD AND GROCERY TRADE | PRICES | ", UNITED STATES | UNITED STATES | UNITED STATES | UNITED STATES | , 
4fc4932745c1498b0da68ce7,Letter, , Letters; Moscow and the Third World: A New Pattern ,"Lr by Americans for Energy Independence exec dir Elihu Bergman on public and Cong groundswell to amend Endangered Species Act; contends Interior Dept has never complied with Natl Environmental Protection Act, which predates Endangered Species Act, in...Lr by Americans for Energy Independence exec dir Elihu Bergman on public and Cong groundswell to amend Endangered Species Act; contends Interior Dept has never complied with Natl Environmental Protection Act, which predates Endangered Species Act, in... | Lr by Americans for Energy Independence exec dir Elihu Bergman on public and Cong groundswell to amend Endangered Species Act; contends Interior Dept has never complied with Natl Environmental Protection Act, which predates Endangered Species Act, in filing environmental impact statements for 'major Fed actions significantly affecting the quality of the human environment'(S) | ",1992,09/07/1978, David SIDORSKY | , AFRICA | UNITED STATES | UNITED STATES | ADOPTIONS | LABOR | UNEMPLOYMENT AND JOB MARKET | ECONOMIC CONDITIONS AND TRENDS | ANIMALS | PLANTS | , AFRICA | UNITED STATES | UNITED STATES | , 
4fc4a31b45c1498b0daae1d9,Article, , THE TROUBLE-SHOOTER; STRAUSS ,"The pale gray Ford LTD speeds across the Mall, a genial elderly chauffeur at the wheel. To his right, in a seat normally left vacant in such circumstances or at least reserved for a lesser aide, sits the United States' combined Special Trade Representative (with Cabinet-level Ambassadorial rank)The pale gray Ford LTD speeds across the Mall, a genial elderly chauffeur at the wheel. To his right, in a seat normally left vacant in such circumstances or at least reserved for a lesser aide, sits the United States' combined Special Trade Representative (with Cabinet-level Ambassadorial rank) | The pale gray Ford LTD speeds across the Mall, a genial elderly chauffeur at the wheel. To his right, in a seat normally left vacant in such circumstances or at least reserved for a lesser aide, sits the United States' combined Special Trade... | Steven Rattner article, Robert Strauss, The President's Trouble-Shooter Wrestles With Inflation, describes Strauss's personality, career, and complexity of inflation-fighting task; illus; cartoons (L) | ",5431,16/07/1978, Steven Rattner | ," STRAUSS, ROBERT S | UNITED STATES | UNITED STATES | ECONOMIC CONDITIONS AND TRENDS | ECONOMIC CONDITIONS AND TRENDS | ", UNITED STATES | UNITED STATES | , 
4fc4a31545c1498b0daadc9f,Article, , Television This Week; OF SPECIAL INTEREST Channel Information , Television This Week; OF SPECIAL INTEREST Channel Information ,7947,16/07/1978, , , , 
4fc49bb645c1498b0da8d5c5,Article, , News Summary; International National Metropolitan , News Summary; International National Metropolitan ,865,27/07/1978, , , , 
4fc4a31645c1498b0daadd85,Article, , News Summary; International National Metropolitan , News Summary; International National Metropolitan ,869,27/07/1978, , , , 
4fc4932045c1498b0da68586,Article, , A Dialogue: What Kind of Health Plan for the U.S.?; Representative Corman Representative Crane ,"President Carter is expected to announce this week his ""principles"" for a national health insurance program. They are expected to call for a ""comprehensive and universal"" program assuring access to adequate health care to all Americans, to be phased in over five or six years starting in 1982 or 1983. Private industry is likely to be given an important role, with Government financing filling in the gaps.President Carter is expected to announce this week his ""principles"" for a national health insurance program. They are expected to call for a ""comprehensive and universal"" program assuring access to adequate health care to all Americans, to be phased in over five or six years starting in 1982 or 1983. Private industry is likely to be given an important role, with Government financing filling in the gaps. | President Carter is expected to announce this week his ""principles"" for a national health insurance program. They are expected to call for a ""comprehensive and universal"" program assuring access to adequate health care to all Americans, to be phased... | Excerpts from natl ins views of Dem Repr James C Corman, co-sponsor of comprehensive Govt program, and Repub Repr Philip M Crane, who would keep Govt role at minimum in any program; pors; graph (M) | ",2247,23/07/1978, , UNITED STATES | MEDICINE AND HEALTH | HEALTH INSURANCE | , UNITED STATES | , 
4fc49b8145c1498b0da8cb3a,Article, , THE ECONOMIC SCENE; A Fast-Aging Population ,"WASHINGTON--A quietly ticking social time bomb--America's rapidly aging population--is due to explode in 20 years or so with potentially revolutionary impact on the nation's economy.WASHINGTON--A quietly ticking social time bomb--America's rapidly aging population--is due to explode in 20 years or so with potentially revolutionary impact on the nation's economy. | Article on econ problems that should develop as rising life expectancy and trend toward early retirement cause ratio of active workers to retired citizens to drop from 6 to 1 today to 3 to 1 by 2030; notes Sen subcom testimony of HEW Sec Dept Califano and Labor Sec Marshall; chart of US life expectancy, ratio of total population to those 65 and over and avg monthly soc security payment '40 to '78 (M) | ",1276,30/07/1978, Philip SHABECOFF | , UNITED STATES | UNITED STATES | ECONOMIC CONDITIONS AND TRENDS | POPULATION AND VITAL STATISTICS | PENSIONS AND RETIREMENT | , UNITED STATES | UNITED STATES | , 
4fc49cd245c1498b0da92be2,Front Page, , New York Hospitals Learning Economics Lessons; 5 New York Teaching Hospitals Are Learning Lessons in Economics Presbyterian Needs Patients The Search for Patients A Touchy Relationship A Giant in the Bronx A Reordering of Priorities Recognition of Problem Gained A Neighborhood of Affluence ,"The hospital's physicians were assembled for grand rounds, a hallowed monthly teaching forum at large medical centers. But Dr. Thomas C. Chalmers, the president of Mount Sinai Medical Center and the dean of its School of Medicine, did not have a fascinating disease to discuss, nor an unusual medical case history to present to the white-coated physicians gathered quietly in the hospital's auditorium.The hospital's physicians were assembled for grand rounds, a hallowed monthly teaching forum at large medical centers. But Dr. Thomas C. Chalmers, the president of Mount Sinai Medical Center and the dean of its School of Medicine, did not have a fascinating disease to discuss, nor an unusual medical case history to present to the white-coated physicians gathered quietly in the hospital's auditorium. | The hospital's physicians were assembled for grand rounds, a hallowed monthly teaching forum at large medical centers. But Dr. Thomas C. Chalmers, the president of Mount Sinai Medical Center and the dean of its School of Medicine, did not have a... | Article on effects of both state and Fed programs to cut back on inflationary hosp costs in NYC; NYS is intent on shrinking city's redundant hosp system with too many beds that will spend nearly $4 billion in '78, more than 2/3 of it public funds; increasingly, city's fiscal crisis, combined with state's determination to eliminate 5,000 more hosp beds, has threatened number of private, voluntary hosps, some of them in city's poorer sections; Jewish Hosp and Med Center, Bklyn, is on verge of bankruptcy; Bronx Lebanon is in financial trouble; St Luke's Hosp Center and Roosevelt Hosp want to merge for survival; most health officials count at least 5 so-called 'superhosps' in city; Columbia-Presbyterian, NY Hosp, Mt Sinai, Montefiore Hosp and NYU Med Center and Bellevue munic complex; together they account for about 1/5 of 35,000 gen acute-care beds and more than $800 million in hosp care expenditures; illus (L) | ",2469,07/08/1978, Ronald SULLIVAN | , NEW YORK CITY | MEDICINE AND HEALTH | , NEW YORK CITY | , 
4fc49cd245c1498b0da92afe,Article, , New York Hospitals Learning Economics Lessons; 5 New York Teaching Hospitals Are Learning Lessons in Economics Presbyterian Needs Patients The Search for Patients A Touchy Relationship A Giant in the Bronx A Reordering of Priorities Recognition of Problem Gained A Neighborhood of Affluence ,"The hospital's physicians were assembled for grand rounds, a hallowed monthly teaching forum at large medical centers. But Dr. Thomas C. Chalmers, the president of Mount Sinai Medical Center and the dean of its School of Medicine, ...The hospital's physicians were assembled for grand rounds, a hallowed monthly teaching forum at large medical centers. But Dr. Thomas C. Chalmers, the president of Mount Sinai Medical Center and the dean of its School of Medicine, ... | ",2443,07/08/1978, Ronald SULLIVAN | , , , 
4fc4a32345c1498b0daae8ca,Letter, , Letters: Transit Chief Describes The New Express Runs to J.F.K.; Dog Days ,Drs Thomas C Jones and B H Kean lrs on June 11 article on diarrhea preventive for travelers; author Harold Schmeck repliesDrs Thomas C Jones and B H Kean lrs on June 11 article on diarrhea preventive for travelers; author Harold Schmeck replies | ,2018,06/08/1978, Harold FISHER | , NOW YORK CITY METROPOLITAN AREA | KENNEDY INTERNATIONAL AIRPORT | NOW YORK CITY METROPOLITAN AREA | KENNEDY INTERNATIONAL AIRPORT | ITALY | AIRPORTS | AIRPORTS | NEW YORK CITY TRANSIT SYSTEM | SUBWAYS | NEW YORK CITY TRANSIT SYSTEM | BUSES | DIARRHEA | TRAVEL AND VACATIONS | TRAVEL AND VACATIONS | , NOW YORK CITY METROPOLITAN AREA | KENNEDY INTERNATIONAL AIRPORT | NOW YORK CITY METROPOLITAN AREA | KENNEDY INTERNATIONAL AIRPORT | ITALY | , 
4fc4935b45c1498b0da6932c,Article, , What's Doing in PANAMA ,"THE TROPICS--Panama is a country one usually visits on the way to somewhere else, going north or south by plane or east or west by ship. But it is well worth coming to Panama for its own sake either for a few days' rest and fun or for an entire vacation.THE TROPICS--Panama is a country one usually visits on the way to somewhere else, going north or south by plane or east or west by ship. But it is well worth coming to Panama for its own sake either for a few days' rest and fun or for an entire vacation. | THE TROPICS--Panama is a country one usually visits on the way to somewhere else, going north or south by plane or east or west by ship. But it is well worth coming to Panama for its own sake either for a few days' rest and fun or for an entire... | ",2400,06/08/1978, Alan RIDING | , , , 
4fc49cd945c1498b0da933a0,Letter, , Letters; Cancer and 'Grantsmanship' ,Lr calls for larger route numbers on buses (S)Lr calls for larger route numbers on buses (S) | ,2036,05/08/1978, Charles HARRIS | ," ROOSEVELT, FRANKLIN DELANO | NEW YORK CITY METROPOLITAN AREA | UNITED STATES | UNITED STATES | UNITED STATES | CHINA, NATIONALIST | ABORTION | ELECTRIC LIGHT AND POWER | REPRODUCTION (BIOLOGICAL) | ENERGY AND POWER | OIL (PETROLEUM) AND GASOLINE | OIL (PETROLEUM) AND GASOLINE | PIPELINES | OIL (PETROLEUM) AND GASOLINE | CANCER | PROSTITUTION | NEW YORK CITY TRANSIT SYSTEM | BUSES | "," NEW YORK CITY METROPOLITAN AREA | UNITED STATES | UNITED STATES | UNITED STATES | CHINA, NATIONALIST | ", 
4fc49e6945c1498b0da9a4f7,Article, , Hamster Eggs Test Men's Fertility; Treated With Serum ,HONOLULU--The discovery that human sperm can fertilize hamster egg cells is being applied here to testing for male infertility.HONOLULU--The discovery that human sperm can fertilize hamster egg cells is being applied here to testing for male infertility. | Hawaii Univ Dr B Jane Rogers develops method by which hamster eggs may be fertilized by human sperm; technique can be used to test male fertility or to study chromosomes in human sperm (M) | ,694,14/11/1978, Walter Special | , REPRODUCTION (BIOLOGICAL) | BIOLOGY AND BIOCHEMISTRY | , , 
4fc49ea645c1498b0da9b828,Article, , GOING HOME: THE PUERTO RICANS' NEW MIGRATION; GOING HOME ,"PATILLAS, P.R. Each morning shortly after 5:30, while the tropical dawn is gathering over the Caribbean Sea, Manuel Ortiz-Pena climbs a nar row stairway to the flat roof of his con crete-slab house and enters a small wooden shed.PATILLAS, P.R. Each morning shortly after 5:30, while the tropical dawn is gathering over the Caribbean Sea, Manuel Ortiz-Pena climbs a nar row stairway to the flat roof of his con crete-slab house and enters a small wooden shed. | PATILLAS, P.R. Each morning  shortly after 5:30, while the tropical  dawn is gathering over the Caribbean  Sea, Manuel Ortiz-Pena climbs a nar  row stairway to the flat roof of his con  crete-slab house and enters a small  wooden shed. | William Stockton on new migration of Puerto Ricans back to their homeland; holds that thousands more Puerto Ricans are returning to their island than are leaving it, even though jobs there are scare; theories as to why many Puerto Ricans are returning home discussed; illus (L) | ",7467,12/11/1978, William Stockton | ," PUERTO RICO | MINORITIES (ETHNIC, RACIAL, RELIGIOUS) | PUERTO RICANS | ", PUERTO RICO | , 
